NAMOBJ,TIPSNG,KLSSNG,FCODE,REMARK,SRS_ID,LCODE,METADATA,NAMWS,NAMDAS,STATUS,WMAX,DBTMAX,SLPRT,SHAPE_Leng,x,y
,0,0,,Sungai Satu Garis,,DA0280,,,,,0.0,0.0,0.0,0.00534196937325,"[11658995.252836537, 11658980.608980168, 11658966.466172816, 11658947.508686176, 11658927.247203013, 11658914.492104439, 11658901.127531646, 11658886.482228123, 11658873.597331023, 11658861.911678798, 11658851.266418532, 11658840.940533882, 11658832.616285002, 11658826.611822987, 11658822.52684296, 11658820.203159904, 11658817.957400499, 11658817.87257504, 11658817.94860626, 11658815.70340345, 11658810.657068292, 11658805.532141576, 11658800.56751492, 11658798.083754443, 11658797.440216463, 11658795.005325247, 11658790.497776428, 11658783.071987156, 11658775.229640353, 11658765.468256837, 11658756.542771388, 11658751.619555585, 11658751.033792427, 11658757.995824693, 11658770.503794005]","[-330293.27643370396, -330296.40313323255, -330298.41860045417, -330302.15035272413, -330309.2126814007, -330318.42490940477, -330329.1353905012, -330342.34165964567, -330354.0184662017, -330368.5142097236, -330385.5081952573, -330402.5828866047, -330414.5824013322, -330428.19409204985, -330444.5443527805, -330460.17073638213, -330484.5768628587, -330503.9089261849, -330521.1476048329, -330539.5120114258, -330562.4672727043, -330579.86502587004, -330596.9409703234, -330611.5196754154, -330625.938424098, -330645.5281147162, -330661.56250079954, -330677.67993347347, -330693.7971453188, -330708.82285321964, -330722.16861100803, -330733.41774630663, -330740.80558974575, -330757.01622105803, -330776.1648488129]"
,0,0,,Alur Sungai,,DA0280,,,,,0.0,0.0,0.0,0.000669363715627,"[11653916.973995421, 11653931.350239733, 11653973.119873032]","[-328386.8959859105, -328398.59791080107, -328435.9267921513]"
,0,0,,Sungai,,DA0280,,,,,0.0,0.0,0.0,0.00718094715284,"[11665608.447563393, 11665533.629177043, 11665513.374039091, 11665495.291189695, 11665451.678439591, 11665363.28742431, 11665330.3806036, 11665308.693006441, 11665281.022431938, 11665214.355192654, 11665110.283936545, 11665098.889162146]","[-335736.8564654661, -335709.5747173155, -335699.01637241733, -335678.68033568974, -335630.5166853859, -335521.3080036594, -335481.4250027096, -335452.8298198622, -335415.9571820324, -335308.8245501967, -335156.53966633714, -335139.46431157214]"
,0,0,,Sungai Satu Garis,,DA0280,,,,,0.0,0.0,0.0,0.00207357574865,"[11652740.997883795, 11652752.472156812, 11652767.152637305, 11652778.95639951, 11652791.454127427, 11652802.165845426, 11652815.55524246, 11652827.75396621, 11652842.187206116, 11652849.04537731, 11652854.322143802, 11652860.244563358, 11652864.46590977, 11652871.405566828]","[-321869.83332340815, -321856.29800690204, -321840.82863450615, -321828.9522167721, -321817.9745119798, -321810.5900947528, -321802.3080808468, -321796.12209539325, -321787.2806586976, -321776.90027801564, -321765.7520421357, -321753.18936504563, -321744.10594917706, -321733.1468657493]"
,0,0,,Alur Sungai,,DA0280,,,,,0.0,0.0,0.0,0.0160183239786,"[11647130.44903277, 11647140.931655267, 11647149.858587872, 11647161.083934002, 11647173.188036198, 11647185.359152721, 11647198.273772128, 11647207.876080086, 11647219.508410271, 11647231.074505363, 11647244.873446807, 11647255.561676392, 11647264.356695406, 11647271.798292048, 11647288.303187672, 11647301.35706775, 11647315.763257021, 11647330.371045873, 11647353.296961041, 11647367.770498605, 11647379.538972529, 11647390.766990328, 11647401.928884346, 11647411.466515675, 11647425.468169918, 11647437.30410346, 11647448.937880795, 11647460.302042335, 11647468.5553807, 11647476.337726304, 11647480.602932591, 11647485.005618451, 11647489.069225144, 11647494.755536048, 11647501.454854334, 11647509.708415339, 11647518.299385712, 11647527.631966552, 11647537.424296869, 11647548.655988213, 11647559.299690016, 11647572.581107136, 11647588.988375565, 11647603.248068381, 11647614.383357037, 11647642.417278368, 11647662.344580412, 11647681.588269467, 11647697.902363488, 11647712.359203119, 11647731.503595177, 11647749.278646197, 11647766.076312076, 11647778.965550635, 11647787.753556522, 11647806.49987009, 11647821.440392908, 11647839.41047566, 11647859.726171412, 11647877.894291544, 11647910.521255061, 11647931.817564208, 11647948.816607052, 11647963.078860216, 11647988.870027758, 11648005.87007247, 11648018.896011364, 11648034.33802849, 11648075.250835666, 11648095.876222236, 11648124.391266407, 11648149.297221355, 11648167.10433238, 11648179.053366521, 11648187.848830804, 11648189.433909038, 11648187.411011253, 11648178.964533571, 11648165.33357324, 11648160.943689125, 11648162.753298769, 11648168.621950995, 11648181.251035903, 11648196.020683307, 11648211.576246314, 11648227.696199136, 11648248.095384503, 11648272.437172282, 11648299.933754425, 11648326.078361342, 11648368.301510245]","[-328307.7305385147, -328298.8851867148, -328293.30659842025, -328289.42988822324, -328287.59659079695, -328286.0344925674, -328283.86077504774, -328280.39292600594, -328272.7044917869, -328261.95350338594, -328245.2131740834, -328229.5608757125, -328213.77180941286, -328201.8627964593, -328180.35860353056, -328166.0684384821, -328154.3654208711, -328145.31665299577, -328129.46484159253, -328117.28474941634, -328106.3301246126, -328094.01293053495, -328078.83784057305, -328065.3632896383, -328050.1882031795, -328038.21199147624, -328025.7598179304, -328010.4476322336, -327997.0413063605, -327978.5291380945, -327960.3557198438, -327938.09928023047, -327917.27151260915, -327896.9889317559, -327878.81630570645, -327864.66071555973, -327854.1810721876, -327848.53495512606, -327846.13006357645, -327847.0192325155, -327851.05343117414, -327854.3030166374, -327855.3893700311, -327853.52654036763, -327849.30184523744, -327838.39796136715, -327827.2937730382, -327814.32174063125, -327803.4139585025, -327796.0441252004, -327790.0533562638, -327789.665898595, -327792.03121842834, -327799.8023310438, -327805.60672838904, -327821.7377221778, -327826.9531312047, -327828.1389125349, -327823.81947169197, -327816.6484935024, -327795.2251805406, -327778.7140893515, -327762.398401151, -327752.7675837855, -327729.2768015866, -327709.42139092274, -327697.5070759576, -327685.2598118848, -327667.46241278946, -327656.6910784456, -327644.33525013103, -327638.78388904186, -327632.4366581689, -327620.18817438884, -327603.06092038227, -327579.9180529527, -327562.6734304614, -327548.0354501196, -327532.1482686732, -327518.3062726882, -327497.88620759454, -327470.8876307586, -327446.6140745337, -327422.56791411, -327409.0732589835, -327394.2163771541, -327385.60104512394, -327383.2270386633, -327382.89509240864, -327380.97553355433, -327375.0275876327]"
,0,0,,Alur Sungai,,DA0280,,,,,0.0,0.0,0.0,0.00452216477154,"[11651228.28724735, 11651245.149812497, 11651261.653372277, 11651279.419295097, 11651297.636507122, 11651317.56703744, 11651340.473360376, 11651358.509566914, 11651388.271834655, 11651402.881961226, 11651421.730020808, 11651444.093327273, 11651465.373161122, 11651487.824298674, 11651508.56211793, 11651531.012921521, 11651550.759552028, 11651563.472683158, 11651573.874376377, 11651585.899887007, 11651597.143712176, 11651611.09627451]","[-332630.0412294586, -332618.7919203644, -332602.4597628912, -332585.31119495496, -332566.4382868263, -332546.29517148744, -332524.2470232689, -332507.6431126027, -332472.1643041154, -332455.9223460336, -332437.5033666768, -332422.35304592724, -332412.01268807997, -332404.75850894244, -332398.13915584417, -332391.8834204978, -332383.53939367394, -332376.0402036647, -332364.0627915214, -332348.1529188312, -332333.6344247198, -332318.7365977815]"
,0,0,,Alur Sungai,,DA0280,,,,,0.0,0.0,0.0,0.00224703031818,"[11652190.633001983, 11652201.579938076, 11652219.119103085, 11652238.900799232, 11652262.747326598, 11652288.977983495, 11652317.73269852, 11652338.353075713, 11652366.94214734]","[-333396.626835733, -333369.9458866252, -333340.4431523518, -333315.88273846905, -333298.38271228084, -333281.3070605906, -333265.07915194135, -333249.69608774665, -333227.84890724364]"
,0,0,,Alur Sungai,,DA0280,,,,,0.0,0.0,0.0,0.00186072865597,"[11647300.376899634, 11647294.129427178, 11647288.566458259, 11647285.574969582, 11647282.06818298, 11647279.84568935, 11647274.197338386, 11647266.150275042, 11647254.849009013, 11647241.2364164, 11647234.376575425, 11647225.606158018, 11647216.701823274, 11647205.398442175, 11647193.496050902]","[-330898.4964755178, -330885.64673710085, -330871.8492879403, -330855.2079241477, -330839.1693884784, -330826.58015995147, -330813.385654629, -330802.0015227623, -330789.92661708803, -330775.6958977876, -330763.9551793929, -330750.1556259591, -330741.2723112542, -330735.5777962064, -330732.3134210966]"
,0,0,,Alur Sungai,,DA0280,,,,,0.0,0.0,0.0,0.00136651500331,"[11649411.471337778, 11649396.531260228, 11649382.077760193, 11649365.865523506, 11649351.312503839, 11649332.364368027, 11649316.736892644, 11649302.086245773, 11649288.02191866, 11649280.111444334, 11649263.768518573]","[-334022.5410667209, -334013.49030646397, -334008.27385489753, -334005.1220909262, -334004.13411315996, -334004.4234948865, -334005.20502622216, -334005.49485384, -334005.1957740221, -334004.1110384206, -333999.8378646403]"
,0,0,,Sungai Satu Garis,,DA0280,,,,,0.0,0.0,0.0,0.00255373988209,"[11654724.373260267, 11654728.378090272, 11654731.618155362, 11654736.031639213, 11654741.19686359, 11654746.597862646, 11654752.186546357, 11654756.507189756, 11654760.5950641, 11654764.775778895, 11654766.469282301, 11654767.081316862, 11654767.271227919, 11654766.708953174, 11654763.329850027, 11654758.35464802, 11654753.472286485, 11654748.401794985, 11654744.880982134, 11654743.192710735, 11654743.898142358, 11654746.15336392, 11654750.945222713, 11654755.2680925, 11654760.576362424, 11654767.809235014, 11654774.00917405, 11654788.755778322, 11654795.330975365, 11654798.61913048, 11654801.673625993, 11654804.258798523, 11654805.810703544, 11654807.551183788, 11654808.77336047, 11654809.33908613, 11654809.01169551, 11654806.00740509, 11654801.922647694, 11654796.803732231, 11654787.59582923]","[-337112.24044810934, -337116.9320972346, -337119.0599324589, -337120.2906167255, -337120.05495852436, -337118.4964262202, -337115.61457396415, -337111.9761408324, -337106.0674077181, -337097.8432275644, -337088.6722908231, -337082.149554605, -337076.33457339916, -337069.95251927123, -337062.90718939283, -337057.4698863006, -337052.97766818915, -337047.53936226916, -337042.1015024939, -337035.9561114857, -337031.9849280501, -337027.5894711313, -337018.89253112796, -337011.09285342315, -337003.90874070383, -336996.63132391375, -336993.0398253052, -336987.41848028894, -336981.93714801606, -336976.9267974097, -336969.88325655425, -336960.5240484628, -336952.535090191, -336943.9793942414, -336936.60455203924, -336930.55369705684, -336926.2048403169, -336922.3272993532, -336920.4352368798, -336920.1030418591, -336918.5877643751]"
